G o. </w>	Va </w> ! </w>
Am </w> I </w> talented ? </w>	Suis-je </w> doté </w> de </w> talent </w> ? </w>
Am </w> I </w> talented ? </w>	Ai-je </w> du </w> talent </w> ? </w>
Any </w> questions? </w>	Des </w> questions </w> ? </w>
Any </w> questions? </w>	De </w> quelconques </w> questions </w> ? </w>
Anything </w> else? </w>	Aut re </w> chose </w> ? </w>
Are </w> they </w> busy? </w>	Sont-elles </w> occupées </w> ? </w>
Are </w> they </w> busy? </w>	Sont-ils </w> occupées </w> ? </w>
Are </w> they </w> cop s? </w>	C'est </w> des </w> flics </w> ? </w>
Are </w> they </w> cop s? </w>	Sont-ils </w> flics </w> ? </w>
Are </w> they </w> cop s? </w>	Sont-ils </w> des </w> flics </w> ? </w>
Are </w> they </w> dead? </w>	Sont-ils </w> morts </w> ? </w>
Are </w> they </w> dead? </w>	Sont-elles </w> mortes </w> ? </w>
Are </w> they </w> tall? </w>	Sont-ils </w> grands </w> ? </w>
Are </w> they </w> tall? </w>	Sont-elles </w> grandes </w> ? </w>
Are </w> you </w> a </w> cop ? </w>	Êtes-vous </w> flic </w> ? </w>
Are </w> you </w> alone? </w>	Es-tu </w> seul </w> ? </w>
Are </w> you </w> alone? </w>	Es-tu </w> seule </w> ? </w>
Are </w> you </w> alone? </w>	Êtes-vous </w> seul </w> ? </w>
Are </w> you </w> alone? </w>	Êtes-vous </w> seule </w> ? </w>
Are </w> you </w> alone? </w>	Êtes-vous </w> seul </w> ? </w>
Are </w> you </w> angry? </w>	Êtes-vous </w> en </w> colère </w> ? </w>
Are </w> you </w> angry? </w>	Tu </w> es </w> fâché </w> ? </w>
Are </w> you </w> awake? </w>	Es-tu </w> réveillé ? </w>
Are </w> you </w> awake? </w>	Es-tu </w> réveillée ? </w>
Are </w> you </w> blind ? </w>	Êtes-vous </w> aveugle </w> ? </w>
Are </w> you </w> blind ? </w>	Es-tu </w> aveugle </w> ? </w>
Are </w> you </w> bored ? </w>	Vous </w> ennu yez-vous </w> ? </w>
Are </w> you </w> bored ? </w>	T' ennu i es-tu </w> ? </w>
Are </w> you </w> bored ? </w>	Vous </w> vous </w> ennu yez </w> ? </w>
Are </w> you </w> crazy? </w>	Es-tu </w> fou </w> ? </w>
Are </w> you </w> crazy? </w>	Tu </w> es </w> folle </w> ? </w>
Are </w> you </w> crazy? </w>	Es-tu </w> folle </w> ? </w>
Are </w> you </w> happy? </w>	Êtes-vous </w> contents </w> ? </w>
Are </w> you </w> happy? </w>	Êtes-vous </w> heureux </w> ? </w>
Are </w> you </w> happy? </w>	Es-tu </w> content </w> ? </w>
Are </w> you </w> happy? </w>	Êtes-vous </w> content </w> ? </w>
Are </w> you </w> happy? </w>	Es-tu </w> contente </w> ? </w>
Are </w> you </w> happy? </w>	Êtes-vous </w> contente </w> ? </w>
Are </w> you </w> happy? </w>	Êtes-vous </w> content es </w> ? </w>
Are </w> you </w> happy? </w>	Êtes-vous </w> heureuses </w> ? </w>
Are </w> you </w> ready? </w>	Es-tu </w> prêt </w> ? </w>
Are </w> you </w> ready? </w>	Êtes-vous </w> prêt </w> ? </w>
Are </w> you </w> ready? </w>	Es-tu </w> prête </w> ? </w>
Are </w> you </w> ready? </w>	Êtes-vous </w> prêts </w> ? </w>
Are </w> you </w> ready? </w>	Êtes-vous </w> prêt </w> ? </w>
Are </w> you </w> ready? </w>	Êtes-vous </w> prête </w> ? </w>
Are </w> you </w> ready? </w>	Prê ts </w> ? </w>
Are </w> you </w> ready? </w>	Pr êtes </w> ? </w>
Are </w> you </w> there? </w>	T'es </w> là </w> ? </w>
Are </w> you </w> there? </w>	Vous </w> êtes </w> là </w> ? </w>
Are </w> you </w> there? </w>	T ’ es </w> là </w> ? </w>
Are </w> you </w> tired? </w>	Êtes-vous </w> fatigué </w> ? </w>
Are </w> you </w> tired? </w>	Êtes-vous </w> fatigués </w> ? </w>
Are </w> you </w> tired? </w>	Êtes-vous </w> las </w> ? </w>
Are </w> you </w> tired? </w>	Êtes-vous </w> lass es </w> ? </w>
Are </w> you </w> tired? </w>	Êtes-vous </w> fatiguées </w> ? </w>
Are </w> you </w> tired? </w>	Êtes-vous </w> fatiguée </w> ? </w>
Are </w> you </w> upset? </w>	Es-tu </w> énervé </w> ? </w>
Are </w> you </w> young ? </w>	Êtes-vous </w> jeune </w> ? </w>
Are </w> you </w> young ? </w>	Es-tu </w> jeune </w> ? </w>
Are </w> you </w> young ? </w>	Êtes-vous </w> jeunes </w> ? </w>
Be </w> a </w> good </w> boy. </w>	Sois </w> un </w> chic </w> type </w> ! </w>
Be </w> a </w> good </w> boy. </w>	Soyez </w> un </w> chic </w> type </w> ! </w>
Be </w> a </w> good </w> boy. </w>	Sois </w> un </w> bon </w> garçon </w> ! </w>
Be </w> a </w> good </w> boy. </w>	Soyez </w> un </w> bon </w> garçon </w> ! </w>
Be </w> reasonable. </w>	Sois </w> raisonnable </w> ! </w>
Be </w> respectful. </w>	Sois </w> respectu e use </w> ! </w>
Be </w> respectful. </w>	Sois </w> respectu eux </w> ! </w>
Be </w> respectful. </w>	Soyez </w> respectu e use </w> ! </w>
Be </w> respectful. </w>	Soyez </w> respectu eux </w> ! </w>
Be </w> respectful. </w>	Soyez </w> respectu e uses </w> ! </w>
Beat </w> it, </w> kids ! </w>	Dégage z, </w> les </w> gam ins </w> ! </w>
Beat </w> the </w> eggs. </w>	B ats </w> les </w> œufs. </w>
Beat </w> the </w> eggs. </w>	B at tez </w> les </w> œufs. </w>
Beware </w> of </w> dog. </w>	Attention </w> au </w> chien </w> ! </w>
Break </w> it </w> down. </w>	Dé monte -moi </w> ça. </w>
Break </w> it </w> down. </w>	Dé mon tez-moi </w> ça. </w>
Bring </w> a </w> lunch. </w>	Apporte </w> à </w> déjeuner </w> ! </w>
Bring </w> a </w> lunch. </w>	Apporte </w> à </w> dîner </w> ! </w>
Bring </w> it </w> here. </w>	Apporte -le </w> ici. </w>
Bring </w> it </w> here. </w>	Apporte z-le </w> ici. </w>
Bring </w> the </w> key. </w>	Apporte </w> la </w> clé. </w>
Bring </w> the </w> key. </w>	E mm ène </w> la </w> clé. </w>
B urn </w> the </w> body. </w>	Br û le </w> le </w> corps. </w>
Call </w> a </w> doctor. </w>	Appelle </w> un </w> médecin </w> ! </w>
Call </w> security ! </w>	Appelez </w> la </w> sécurité </w> ! </w>
Call </w> security ! </w>	Appelle </w> la </w> sécurité </w> ! </w>
Call </w> the </w> cops. </w>	Appelle </w> les </w> flics </w> ! </w>
Call </w> the </w> cops. </w>	Appelle z </w> les </w> flics </w> ! </w>
Can </w> I </w> ask </w> who ? </w>	Puis-je </w> demander </w> qui </w> ? </w>
Can </w> I </w> ask </w> why? </w>	Puis-je </w> demander </w> pourquoi </w> ? </w>
Can </w> I </w> come </w> in? </w>	Puis-je </w> entrer </w> ? </w>
Can </w> I </w> come </w> in? </w>	Puis-je </w> entrer </w> ? </w>
Can </w> I </w> come </w> in? </w>	Je </w> peux </w> entrer </w> ? </w>
Can </w> he </w> see </w> me? </w>	Est-il </w> en </w> mesure </w> de </w> me </w> voir </w> ? </w>
Can </w> he </w> see </w> me? </w>	Peut -il </w> me </w> voir </w> ? </w>
Can </w> he </w> see </w> us? </w>	Peut -il </w> nous </w> voir </w> ? </w>
Can </w> he </w> see </w> us? </w>	Est-il </w> en </w> mesure </w> de </w> nous </w> voir </w> ? </w>
Can </w> you </w> drive? </w>	Sais-tu </w> conduire </w> ? </w>
Can </w> you </w> pitch ? </w>	Sais-tu </w> lancer </w> ? </w>
Can </w> you </w> pitch ? </w>	Sais-tu </w> donner </w> le </w> ton </w> ? </w>
Can </w> you </w> pitch ? </w>	Savez-vous </w> lancer </w> ? </w>
Can </w> you </w> pitch ? </w>	Savez-vous </w> donner </w> le </w> ton </w> ? </w>
Can </w> you </w> sk ate? </w>	Sais-tu </w> pat iner </w> ? </w>
Cats </w> are </w> cute. </w>	Les </w> chats </w> sont </w> mign ons. </w>
Check , </w> please. </w>	Véri fie , </w> s'il </w> te </w> plaît. </w>
Check , </w> please. </w>	L' addition, </w> s'il </w> vous </w> plait. </w>
Check , </w> please. </w>	J'aimerais </w> la </w> note, </w> je </w> vous </w> prie. </w>
Clean </w> that </w> up. </w>	Net to yez </w> ça. </w>
Close </w> the </w> box. </w>	Ferme </w> la </w> boîte. </w>
Close </w> the </w> box. </w>	Fermez </w> la </w> boîte. </w>
Come </w> right </w> in. </w>	Entre z, </w> je </w> vous </w> prie. </w>
Cook </w> the </w> rice. </w>	Cu isez </w> le </w> ri z. </w>
Could </w> I </w> do </w> it? </w>	Pourrais-je </w> le </w> faire </w> ? </w>
Could </w> I </w> do </w> it? </w>	Ser ais-je </w> capable </w> de </w> le </w> faire </w> ? </w>
Could </w> I </w> do </w> it? </w>	Ser ais-je </w> en </w> mesure </w> de </w> le </w> faire </w> ? </w>
Could </w> we </w> walk? </w>	Pourrions-nous </w> marcher </w> ? </w>
Crime </w> is </w> down. </w>	La </w> criminal ité </w> est </w> en </w> bais se. </w>
Crime </w> is </w> down. </w>	C'est </w> la </w> criminal ité </w> qui </w> est </w> en </w> bais se. </w>
D ance </w> with </w> me. </w>	Dan se </w> avec </w> moi. </w>
D ance </w> with </w> me. </w>	Dan sez </w> avec </w> moi. </w>
Did </w> I </w> ask </w> you? </w>	Vous </w> l'ai-je </w> demandé </w> ? </w>
Did </w> I </w> ask </w> you? </w>	Te </w> l'ai-je </w> demandé </w> ? </w>
Did </w> I </w> blow </w> it? </w>	Est-ce </w> que </w> j'ai </w> vendu </w> la </w> mè che </w> ? </w>
Did </w> I </w> blow </w> it? </w>	Est-ce </w> que </w> je </w> l'ai </w> foir é </w> ? </w>
Did </w> I </w> do </w> that? </w>	Ai-je </w> fait </w> cela </w> ? </w>
Did </w> Tom </w> drow n? </w>	Tom </w> s'est-il </w> noy é </w> ? </w>
Did </w> Tom </w> fight? </w>	Tom </w> s'est-il </w> battu </w> ? </w>
Did </w> that </w> work? </w>	Ça </w> a </w> marché </w> ? </w>
Did </w> that </w> work? </w>	Est-ce </w> que </w> ça </w> a </w> marché </w> ? </w>
Did </w> that </w> work? </w>	Ça </w> a </w> fonction né </w> ? </w>
Did </w> you </w> do </w> it? </w>	L'as-tu </w> fait </w> ? </w>
Did </w> you </w> do </w> it? </w>	L'avez-vous </w> fait </w> ? </w>
Do </w> I </w> know </w> Tom? </w>	Est-ce </w> que </w> je </w> connais </w> Tom </w> ? </w>
Do </w> I </w> know </w> him? </w>	Je </w> le </w> connais </w> ? </w>
Do </w> I </w> know </w> you? </w>	Est-ce </w> que </w> je </w> te </w> connais </w> ? </w>
Do </w> I </w> know </w> you? </w>	Est-ce </w> que </w> je </w> vous </w> connais </w> ? </w>
Do </w> I </w> look </w> fat? </w>	Ai-je </w> l'air </w> gros </w> ? </w>
Do </w> I </w> look </w> old ? </w>	Ai-je </w> l'air </w> vieux </w> ? </w>
Do </w> I </w> look </w> old ? </w>	Ai-je </w> l'air </w> vieille </w> ? </w>
Do </w> as </w> he </w> says. </w>	Fais </w> comme </w> il </w> dit. </w>
Do </w> as </w> he </w> says. </w>	Faites </w> comme </w> il </w> dit. </w>
Do </w> cats </w> dream ? </w>	Les </w> chats </w> rê vent -ils </w> ? </w>
Do </w> fish </w> sleep? </w>	Les </w> poissons </w> dorment -ils </w> ? </w>
Do </w> it </w> at </w> once. </w>	Fais-le </w> immédiatement </w> ! </w>
Do </w> it </w> at </w> once. </w>	Faites-le </w> immédiatement. </w>
Do </w> it </w> quickly. </w>	Fais-le </w> vite </w> ! </w>
Do </w> it </w> quickly. </w>	Faites-le </w> vite </w> ! </w>
Do </w> me </w> a </w> favor. </w>	Fais-moi </w> une </w> faveur. </w>
Do </w> what </w> I </w> say. </w>	Fais </w> ce </w> que </w> je </w> dis. </w>
Do </w> what </w> I </w> say. </w>	Faites </w> ce </w> que </w> je </w> dis. </w>
Do </w> you </w> follow ? </w>	Est-ce </w> que </w> tu </w> suis </w> ? </w>
Do </w> you </w> follow ? </w>	Est-ce </w> que </w> vous </w> su ivez </w> ? </w>
Do </w> you </w> gam ble ? </w>	Est-ce </w> que </w> vous </w> jouez </w> ? </w>
Do </w> you </w> get </w> it? </w>	Tu </w> cap tes </w> ? </w>
Do </w> you </w> get </w> it? </w>	Vous </w> cap tez </w> ? </w>
Do </w> you </w> get </w> it? </w>	Tu </w> p iges </w> ? </w>
Do </w> you </w> get </w> it? </w>	Vous </w> pi gez </w> ? </w>
Do </w> you </w> get </w> it? </w>	P ige z-vous </w> ? </w>
Do </w> you </w> get </w> it? </w>	Est-ce </w> que </w> vous </w> cap tez </w> ? </w>
Do </w> you </w> get </w> it? </w>	Est-ce </w> que </w> tu </w> cap tes </w> ? </w>
Do </w> you </w> see </w> me? </w>	Me </w> vois-tu </w> ? </w>
Do </w> you </w> see </w> me? </w>	Me </w> voyez-vous </w> ? </w>
Dogs </w> can </w> swim. </w>	Les </w> chiens </w> peuvent </w> nager. </w>
Dogs </w> can </w> swim. </w>	Les </w> chiens </w> savent </w> nager. </w>
Don't </w> be </w> late. </w>	Ne </w> sois </w> pas </w> en </w> retard. </w>
Don't </w> be </w> long. </w>	Ne </w> sois </w> pas </w> long. </w>
Don't </w> be </w> mean. </w>	Ne </w> sois </w> pas </w> mes quin </w> ! </w>
Don't </w> be </w> mean. </w>	Ne </w> sois </w> pas </w> mes qu ine </w> ! </w>
Don't </w> be </w> mean. </w>	Ne </w> soyez </w> pas </w> mes quin </w> ! </w>
Don't </w> be </w> mean. </w>	Ne </w> soyez </w> pas </w> mes qu ine </w> ! </w>
Don't </w> be </w> rude. </w>	Ne </w> sois </w> pas </w> impoli </w> ! </w>
Don't </w> be </w> rude. </w>	Ne </w> sois </w> pas </w> im polie </w> ! </w>
Don't </w> be </w> rude. </w>	Ne </w> soyez </w> pas </w> impoli </w> ! </w>
Don't </w> be </w> rude. </w>	Ne </w> soyez </w> pas </w> im polie </w> ! </w>
Don't </w> call </w> me. </w>	Ne </w> m'appelle </w> pas. </w>
Don't </w> deny </w> it. </w>	Ne </w> le </w> nie </w> pas </w> ! </w>
Don't </w> deny </w> it. </w>	Ne </w> le </w> niez </w> pas </w> ! </w>
Don't </w> des pair . </w>	Ne </w> déses pé rez </w> pas </w> ! </w>
Don't </w> des pair . </w>	Ne </w> déses père </w> pas </w> ! </w>
Don't </w> do </w> that. </w>	Ne </w> fais </w> pas </w> cela. </w>
Don't </w> do </w> that. </w>	Ne </w> fais </w> pas </w> ça. </w>
Don't </w> do </w> that. </w>	Ne </w> faites </w> pas </w> ça. </w>
Don't </w> do </w> this. </w>	Ne </w> fais </w> pas </w> ça </w> ! </w>
Don't </w> do </w> this. </w>	Ne </w> faites </w> pas </w> ça </w> ! </w>
Don't </w> get </w> fat. </w>	Ne </w> deviens </w> pas </w> gras. </w>
Don't </w> get </w> fat. </w>	Ne </w> gross is </w> pas. </w>
Don't </w> give </w> up! </w>	N'abandonne </w> pas </w> ! </w>
Don't </w> give </w> up. </w>	N'abandonne </w> pas. </w>
Don't </w> give </w> up. </w>	N'abandonne z </w> pas. </w>
Don't </w> give </w> up. </w>	Ne </w> laisse </w> pas </w> tomber. </w>
Don't </w> give </w> up. </w>	Ne </w> laissez </w> pas </w> tomber. </w>
Don't </w> hurt </w> me. </w>	Ne </w> me </w> fais </w> pas </w> de </w> mal </w> ! </w>
Don't </w> kill </w> me. </w>	Ne </w> me </w> tue </w> pas </w> ! </w>
Don't </w> kill </w> me. </w>	Ne </w> me </w> tu ez </w> pas </w> ! </w>
Don't </w> mo ck </w> me. </w>	Ne </w> te </w> moque </w> pas </w> de </w> moi. </w>
Don't </w> push </w> it. </w>	Ne </w> pousse </w> pas </w> le </w> bouchon </w> ! </w>
Don't </w> push </w> it. </w>	Ne </w> le </w> pousse </w> pas </w> ! </w>
Don't </w> push </w> it. </w>	Ne </w> pous sez </w> pas </w> le </w> bouchon </w> ! </w>
Don't </w> push </w> it. </w>	P ous se </w> pas </w> le </w> bouchon </w> ! </w>
Don't </w> push </w> it. </w>	P ous sez </w> pas </w> le </w> bouchon </w> ! </w>
Don't </w> push </w> me! </w>	Ne </w> me </w> pousse </w> pas </w> ! </w>
Don't </w> push </w> me! </w>	Ne </w> me </w> pous sez </w> pas </w> ! </w>
Don't </w> push </w> me. </w>	Ne </w> me </w> pousse </w> pas </w> ! </w>
Don't </w> push </w> me. </w>	Ne </w> me </w> pous sez </w> pas </w> ! </w>
Don't </w> s ass </w> me. </w>	Ne </w> sois </w> pas </w> imper tin ent </w> à </w> mon </w> égard. </w>
Don't </w> tell </w> me. </w>	Ne </w> me </w> le </w> dis </w> pas. </w>
Don't </w> tell </w> me. </w>	M' en </w> parle </w> pas. </w>
Don't </w> wait </w> up. </w>	Ne </w> veille </w> pas. </w>
Don't </w> wait </w> up. </w>	Ne </w> ve illez </w> pas. </w>
Draw </w> a </w> circle. </w>	Tra ce </w> un </w> cercle. </w>
Draw </w> a </w> circle. </w>	Tra ce </w> un </w> cercle </w> ! </w>
Draw </w> a </w> circle. </w>	Tra ce z </w> un </w> cercle </w> ! </w>
Drink </w> it </w> down. </w>	Bois -le </w> ! </w>
Drink </w> it </w> down. </w>	Bu vez -le </w> ! </w>
Drop </w> your </w> gun ! </w>	Laisse </w> tomber </w> ton </w> arme </w> ! </w>
Drop </w> your </w> gun ! </w>	Laissez </w> tomber </w> votre </w> arme </w> ! </w>
Dry </w> your </w> eyes. </w>	S è che </w> tes </w> larmes. </w>
Dry </w> your </w> eyes. </w>	Es su ie </w> tes </w> yeux. </w>
Eat </w> and </w> drink. </w>	Mangez </w> et </w> bu ve z. </w>
Eat </w> and </w> drink. </w>	Mange </w> et </w> bois. </w>
Eat </w> something. </w>	Mange </w> quelque </w> chose </w> ! </w>
Eat </w> something. </w>	Mangez </w> quelque </w> chose </w> ! </w>
Eat </w> your </w> pe as. </w>	Mange </w> tes </w> petits </w> po is. </w>
Eat </w> your </w> pe as. </w>	Mangez </w> vos </w> petits </w> po is. </w>
Even </w> Tom </w> lied. </w>	Même </w> Tom </w> a </w> menti. </w>
Everyone </w> dies. </w>	Tout </w> le </w> monde </w> meur t. </w>
Everyone </w> sang. </w>	Tout </w> le </w> monde </w> chant a. </w>
Everyone </w> wins. </w>	Tout </w> le </w> monde </w> y </w> gagne. </w>
Feed </w> the </w> bird ! </w>	N our ris </w> l' oiseau </w> ! </w>
Feed </w> the </w> bird. </w>	N our ris </w> l' oiseau </w> ! </w>
Feed </w> the </w> bird. </w>	N our ris sez </w> l' oiseau. </w>
Get </w> a </w> haircut. </w>	Va </w> te </w> faire </w> couper </w> les </w> cheveux </w> ! </w>
Get </w> back </w> here. </w>	Reviens </w> ici </w> ! </w>
Get </w> back </w> here. </w>	Revenez </w> ici </w> ! </w>
Get </w> off </w> of </w> me. </w>	Lâche -moi. </w>
Get </w> some </w> rest. </w>	Prenez </w> quelque </w> repos </w> ! </w>
Get </w> your </w> coat. </w>	Prends </w> ton </w> manteau. </w>
Get </w> your </w> gear. </w>	Va </w> chercher </w> ton </w> matérie l </w> ! </w>
Get </w> your </w> gear. </w>	Allez </w> chercher </w> votre </w> matérie l </w> ! </w>
Get </w> your </w> gear. </w>	Va </w> chercher </w> ta </w> tenue </w> ! </w>
Get </w> your </w> gear. </w>	Allez </w> chercher </w> votre </w> tenue </w> ! </w>
Get </w> your </w> gear. </w>	Va </w> chercher </w> tes </w> affaires </w> ! </w>
Get </w> your </w> gear. </w>	Allez </w> chercher </w> vos </w> affaires </w> ! </w>
Give </w> him </w> time. </w>	Donne -lui </w> du </w> temps. </w>
Give </w> it </w> to </w> me! </w>	Donne -le-moi </w> ! </w>
Give </w> it </w> to </w> me. </w>	Donnez -le-moi. </w>
Give </w> it </w> to </w> me. </w>	Donne -le-moi. </w>
Give </w> it </w> to </w> me. </w>	Donne -la -moi. </w>
Give </w> it </w> to </w> me. </w>	Donne z-la -moi. </w>
Give </w> me </w> a </w> few . </w>	Donne -m'en </w> quelques- uns. </w>
Give </w> me </w> a </w> hug. </w>	Serre -moi </w> dans </w> tes </w> bras </w> ! </w>
Give </w> me </w> a </w> hug. </w>	Serre z-moi </w> dans </w> vos </w> bras </w> ! </w>
Give </w> me </w> a </w> sec. </w>	Donne-moi </w> une </w> seconde. </w>
Give </w> me </w> a </w> sec. </w>	Donnez-moi </w> une </w> seconde. </w>
God </w> bless </w> you! </w>	Que </w> Dieu </w> te </w> bé nisse </w> ! </w>
God </w> bless </w> you! </w>	Dieu </w> vous </w> bé nisse </w> ! </w>
God </w> bless </w> you! </w>	Dieu </w> te </w> bé nisse </w> ! </w>
God </w> bless </w> you! </w>	Que </w> Dieu </w> vous </w> bé nisse </w> ! </w>
God </w> knows </w> why. </w>	Dieu </w> sait </w> pourquoi. </w>
Guess </w> who </w> won. </w>	Devine </w> qui </w> a </w> gagné. </w>
Guess </w> who </w> won. </w>	Devine z </w> qui </w> a </w> gagné. </w>
Hand </w> it </w> to </w> me. </w>	Passe -le-moi. </w>
Hang </w> on </w> tight ! </w>	Accroche -toi </w> bien </w> ! </w>
Hang </w> on </w> tight ! </w>	Accroche z-vous </w> bien </w> ! </w>
Hang </w> on </w> tight. </w>	Accroche -toi </w> bien </w> ! </w>
Hang </w> on </w> tight. </w>	Accroche z-vous </w> bien </w> ! </w>
Have </w> a </w> cookie. </w>	Prends </w> un </w> biscu it </w> ! </w>
Have </w> him </w> come. </w>	Fais-le </w> venir. </w>
Have </w> some </w> ha m. </w>	Prends </w> du </w> jam bon. </w>
Have </w> some </w> ha m. </w>	Prenez </w> du </w> jam bon. </w>
He </w> broke </w> them. </w>	Il </w> les </w> a </w> cass és. </w>
He </w> broke </w> them. </w>	Il </w> les </w> a </w> cass ées. </w>
He </w> can't </w> sing. </w>	Il </w> est </w> incapable </w> de </w> chanter. </w>
He </w> can't </w> sing. </w>	Il </w> ne </w> sait </w> pas </w> chanter. </w>
He </w> can't </w> swim. </w>	Il </w> ne </w> sait </w> pas </w> nager. </w>
He </w> cheated </w> me. </w>	Il </w> m'a </w> trompé. </w>
He </w> cracked </w> up. </w>	Il </w> a </w> p été </w> les </w> plom bs. </w>
He </w> cracked </w> up. </w>	Il </w> a </w> dis j on ct é. </w>
He </w> drank </w> beer. </w>	Il </w> but </w> de </w> la </w> bière. </w>
He </w> drank </w> beer. </w>	Il </w> a </w> bu </w> de </w> la </w> bière. </w>
He </w> dropped </w> it. </w>	Il </w> laissa </w> tomber. </w>
